analyte,sample_number,unit_note,value
bromine,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.19733
strontium,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.467452
cadmium,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00122678
barium,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.251414
lead,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00273371
uranium,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00020202
methane,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.239609
hydrogen sulphide,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.48
hydrogen,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0738741
carbon monoxide,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0743776
nitrate,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.026
ammonium,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,20.36
sulfate,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,582.0
chloride,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,608.0
phosphate,P1.0081,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.132
lithium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.9538
boron,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.70167
sodium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,522.36
aluminium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.5494
silicon,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,178.584
potassium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,97.2701
calcium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.9967
vanadium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00361522
iron,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.5829
manganese,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.675466
cobalt,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000325997
nickel,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00412929
zinc,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0570495
magnesium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.56461
arsenic,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.78538
bromine,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.51334
strontium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.292565
cadmium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0011305
barium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.157032
lead,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00107327
uranium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000202101
methane,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.63997
hydrogen sulphide,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.6
hydrogen,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0686478
carbon monoxide,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0844932
nitrate,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.025
ammonium,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,12.35
sulfate,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,512.0
chloride,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,490.0
phosphate,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.078
ferrous iron,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.5
bicarbonate,P1.0082,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,28.0
lithium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.41348
boron,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.84603
sodium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,446.122
aluminium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.8927
silicon,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,158.502
potassium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,84.7445
calcium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,30.3647
vanadium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.002544
iron,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.8161
manganese,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.534765
cobalt,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000581037
nickel,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0184347
zinc,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0480148
magnesium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.68269
arsenic,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.777427
bromine,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.31604
strontium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.268699
cadmium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000911925
barium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.159429
lead,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00288361
uranium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000245049
hydrogen sulphide,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.72
nitrate,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.027
ammonium,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,12.48
sulfate,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,570.0
chloride,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,462.0
phosphate,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.081
bicarbonate,P1.0083,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,33.0
lithium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.68426
boron,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,13.0118
sodium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,720.995
aluminium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.57062
silicon,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,259.465
potassium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,126.692
calcium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,35.1247
iron,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.05834
manganese,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.172419
cobalt,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000215996
nickel,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00485992
magnesium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.720836
arsenic,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.322321
selenium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00503972
bromine,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.42603
strontium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.264266
cadmium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000928227
barium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.164617
lead,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00101152
uranium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00019996
methane,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.2977
hydrogen sulphide,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.4
hydrogen,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0383582
carbon monoxide,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0752409
nitrate,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
ammonium,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,12.73
sulfate,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,425.0
chloride,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,718.0
phosphate,P1.0084,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.037
lithium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.8285
boron,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.2652
sodium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,585.206
aluminium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.70408
silicon,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,217.298
potassium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,101.776
calcium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,27.3729
chromium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
iron,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.31825
manganese,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.1129
nickel,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0026
zinc,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0022
magnesium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.493433
arsenic,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.21911
selenium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00330001
bromine,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.4747
strontium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.229158
silver,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000443328
cadmium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00029703
barium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.146139
lead,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00095
methane,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.301876
hydrogen sulphide,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.2
hydrogen,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.045945
carbon monoxide,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0739827
nitrate,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
ammonium,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,21.88
sulfate,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,358.0
chloride,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,768.0
phosphate,P1.0085,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.055
lithium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.3063
boron,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,28.7252
sodium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1127.11
aluminium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.586144
silicon,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,255.285
potassium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,192.645
calcium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,24.398
iron,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.35515
manganese,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0074
nickel,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0037
zinc,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.03255
magnesium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.152304
arsenic,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.07783
bromine,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.64695
strontium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.15033
silver,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00162285
barium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0433187
lead,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00125
methane,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0138197
hydrogen sulphide,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.23
hydrogen,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.025956
carbon monoxide,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0511069
nitrate,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
ammonium,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.297
sulfate,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.0
chloride,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1821.0
phosphate,P1.0086,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.096
lithium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,15.3785
boron,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,31.2153
sodium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1075.65
aluminium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.550337
silicon,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,287.638
potassium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,208.148
calcium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,26.1779
vanadium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00355
iron,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.2418
manganese,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0065
cobalt,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0002
nickel,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0214
zinc,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0224
magnesium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0748426
arsenic,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.35821
selenium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00814759
bromine,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.0594
strontium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.160884
silver,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000834636
barium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0466301
lead,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0008
methane,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0184546
hydrogen sulphide,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.28
hydrogen,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0175257
carbon monoxide,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0555607
nitrate,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
ammonium,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.283
sulfate,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.0
chloride,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1813.0
phosphate,P1.0087,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.096
lithium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.1693
boron,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,22.9538
sodium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1135.82
aluminium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.522546
silicon,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,256.622
potassium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,150.852
calcium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,19.0694
iron,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.601373
manganese,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0119118
nickel,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00465686
zinc,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00166667
magnesium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.110976
arsenic,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.81637
selenium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0126726
bromine,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.16721
strontium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.146478
silver,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00177801
cadmium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00111262
barium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.063661
lead,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00117647
methane,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0230932
hydrogen sulphide,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.24
hydrogen,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0126257
carbon monoxide,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0360436
nitrate,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
ammonium,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.238
sulfate,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.0
chloride,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1814.0
phosphate,P1.0088,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.053
lithium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,15.7441
boron,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,32.8639
sodium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1078.94
aluminium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.708988
silicon,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,352.956
potassium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,219.186
calcium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,27.66
vanadium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00341584
iron,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.277228
manganese,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00747525
nickel,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00386139
zinc,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0103465
magnesium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.130788
arsenic,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.64168
selenium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0225246
bromine,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.66441
strontium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.177291
silver,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00198646
barium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0680761
lead,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00445545
methane,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0242582
hydrogen sulphide,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.17
hydrogen,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0939172
carbon monoxide,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0513381
nitrate,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
ammonium,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.246
sulfate,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.0
chloride,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1813.0
phosphate,P1.0089,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.091
lithium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.2528
boron,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,29.3614
sodium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1067.85
aluminium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.689784
silicon,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,274.048
potassium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,189.223
calcium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,23.9034
iron,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.471436
manganese,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00628713
nickel,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0039604
zinc,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.015396
magnesium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.165741
arsenic,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.09895
selenium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0102565
bromine,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.69921
strontium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.144826
silver,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000677186
barium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0867691
lead,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00168317
uranium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.95049e-05
methane,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0226165
hydrogen sulphide,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.18
hydrogen,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0430191
carbon monoxide,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0457767
nitrate,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
ammonium,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.225
sulfate,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,42.0
chloride,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1827.0
phosphate,P1.0090,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.098
lithium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.0106
boron,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,22.0341
sodium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1130.59
aluminium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.323622
silicon,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,137.592
potassium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,157.571
calcium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,23.3302
iron,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.678093
manganese,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0393227
nickel,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00411055
magnesium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.18397
arsenic,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.8302
bromine,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.25918
strontium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.139319
silver,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00178748
cadmium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000438416
barium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0613782
lead,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00178289
methane,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0275664
hydrogen sulphide,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
hydrogen,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.135418
carbon monoxide,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0498387
nitrate,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.108
ammonium,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.065
sulfate,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,34.0
chloride,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1134.0
phosphate,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.397
bicarbonate,P1.0091,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,34.0
lithium,P1.0092,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.915
